,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
7745,Muhil Soup Burma Atho,Kolathur,₹200,Fast Food,NEW,,+91 9597102177,https://www.zomato.com/chennai/muhil-soup-burma-atho-kolathur
7746,2 Sides,Medavakkam,₹250,"Sandwich,Juices,Healthy Food,Fast Food",-,,+91 9962053991,https://www.zomato.com/chennai/2-sides-medavakkam
7747,Sri Krishna Bakery and Sweets,Padur,₹150,"Bakery,Street Food",-,,+91 7010307103,https://www.zomato.com/chennai/sri-krishna-bakery-and-sweets-padur
7748,KEB,Sholinganallur,₹300,"North Indian,South Indian,Chinese",,,+91 9497097111,https://www.zomato.com/chennai/keb-sholinganallur
7749,Momos Mania,Thuraipakkam,₹150,Fast Food,-,,+91 9003990831,https://www.zomato.com/chennai/momos-mania-thuraipakkam
7750,HeBrews Restaurant,GST Road,₹350,"North Indian,Chinese,Mughlai",-,,+91 9789944559,https://www.zomato.com/chennai/hebrews-restaurant-gst-road
7751,City Snacks,Taramani,₹200,Beverages,-,,"+91 9962404803, +91 9092428182",https://www.zomato.com/chennai/city-snacks-taramani
7752,Jil Jil,Royapuram,₹200,"Desserts,Ice Cream",NEW,,"044 45002345, 044 43266449",https://www.zomato.com/chennai/jil-jil-royapuram
7754,Love  at First Bite,Besant Nagar,₹550,"Healthy Food,Continental",-,,+91 7299002888,https://www.zomato.com/chennai/love-at-first-bite-besant-nagar
7755,Cafe Al Tashabbi,Medavakkam,₹200,"Fast Food,Beverages",-,,+91 8610521560,https://www.zomato.com/chennai/cafe-al-tashabbi-1-medavakkam
7756,Manikanda Vilas,Madipakkam,₹500,"North Indian,South Indian,Chinese",-,,+91 9500122523,https://www.zomato.com/chennai/manikanda-vilas-madipakkam
7757,Hotel Jayalakshmi,Red Hills,₹250,"South Indian,North Indian",NEW,,+91 9789450131,https://www.zomato.com/chennai/hotel-jayalakshmi-red-hills
7758,I Scream,"OMR Food Street, Ambattur",₹200,"Desserts,Ice Cream",NEW,,+91 8667704362,https://www.zomato.com/chennai/i-scream-2-ambattur
7759,Engineers Cafe,Madipakkam,₹250,Cafe,NEW,,"+91 9789669363, +91 9176285080",https://www.zomato.com/chennai/engineers-cafe-madipakkam
7760,Dindigul Dum Biriyani,Medavakkam,₹250,"Biryani,South Indian",-,,+91 9499929980,https://www.zomato.com/chennai/dindigul-dum-biriyani-medavakkam
7761,Naatukozhi Biriyani Kadai,GST Road,₹200,Biryani,-,,+91 9445522669,https://www.zomato.com/chennai/naatukozhi-biriyani-kadai-gst-road
7762,Chaat 2.0,Thiruvanmiyur,₹100,Street Food,-,,+91 7358662448,https://www.zomato.com/chennai/chaat-2-0-thiruvanmiyur
7763,DHKC Clubs And Resorts,Semmancheri,₹550,"Chettinad,North Indian,South Indian",-,,+91 9710971022,https://www.zomato.com/chennai/dhkc-clubs-and-resorts-semmancheri
7764,Iyyer Mess,Vandalur,₹150,South Indian,-,,+91 9551018824,https://www.zomato.com/chennai/iyyer-mess-vandalur
7765,Taj Foods,Navallur,₹200,"South Indian,Chinese,North Indian",-,,+91 9094176458,https://www.zomato.com/chennai/taj-foods-navallur
7766,Chaluyka,"Hotel Sathyam Grand Resort, Kanchipuram District",₹750,"South Indian,Biryani",-,,"044 27162211, 044 27162266",https://www.zomato.com/chennai/chaluyka-poonamalle
7767,Coffee Magic,Pallavaram,₹250,"Coffee,Tea,Street Food",-,,+91 9381044548,https://www.zomato.com/chennai/coffee-magic-pallavaram
7768,Madurai Mess,GST Road,₹250,"Chinese,South Indian",-,,"+91 9840547047, +91 8939555513",https://www.zomato.com/chennai/madurai-mess-gst-road
7769,Q Restaurant,Washermenpet,₹350,"South Indian,North Indian,Chinese",-,,+91 7299977796,https://www.zomato.com/chennai/q-restaurant-washermenpet
7770,Thavins Hell's Kitchen,GST Road,₹250,"North Indian,South Indian",-,,+91 9710411947,https://www.zomato.com/chennai/thavins-hells-kitchen-gst-road
7771,Southern Spice,Kelambakkam,₹600,"Biryani,Chinese,Fast Food",-,,+91 9884802458,https://www.zomato.com/chennai/southern-spice-kelambakkam
7772,ARGEE BIRIYANI,Madipakkam,₹200,Biryani,-,,+91 8838901164,https://www.zomato.com/chennai/argee-biriyani-madipakkam
7774,Chennai K7 Hotel,Medavakkam,₹300,"Biryani,Chinese",NEW,,Not available for this place,https://www.zomato.com/chennai/chennai-k7-hotel-medavakkam
7775,Chill And Crispy,Kanchipuram District,₹150,"Beverages,Fast Food,Ice Cream",NEW,,+91 7904542472,https://www.zomato.com/chennai/chill-and-crispy-kanchipuram-district
7776,Lakshya Cafe,Valasaravakkam,₹200,"Fast Food,South Indian,North Indian,Chinese",-,,+91 9962907888,https://www.zomato.com/chennai/lakshya-cafe-valasaravakkam
7777,Nectar,"Four Points by Sheraton, East Coast Road (ECR)","₹1,000",Finger Food,-,,"044 71513636, +91 9600019192",https://www.zomato.com/chennai/nectar-1-mahabalipuram
7778,Yadgar Briyani,GST Road,₹200,Biryani,-,,+91 9543448593,https://www.zomato.com/chennai/yadgar-briyani-gst-road
7779,Mr. Shawarma,Taramani,₹300,"Lebanese,Rolls",-,,+91 8973322402,https://www.zomato.com/chennai/mr-shawarma-taramani
7781,New Murugan Idly Kadai,Kelambakkam,₹200,South Indian,-,,+91 9444932925,https://www.zomato.com/chennai/new-murugan-idly-kadai-kelambakkam
7782,Exotic Restaurant,Avadi,₹350,North Indian,NEW,,"+91 9600094204, +91 7338760001",https://www.zomato.com/chennai/exotic-restaurant-avadi
7785,Bafa Hangouts,Chromepet,₹800,"Arabian,BBQ,Chettinad,Chinese,Cuisine Varies,Desserts,Kebab,Seafood",-,,+91 9940488499,https://www.zomato.com/chennai/bafa-hangouts-chromepet
7786,Sri Padma Bhavan,Padur,₹350,"Chinese,South Indian",-,,+91 8056083462,https://www.zomato.com/chennai/sri-padma-bhavan-padur
7787,SSS Catering,Neelangarai,₹300,Biryani,-,,+91 9840737458,https://www.zomato.com/chennai/sss-catering-1-neelangarai
7788,Kulfiano,Ambattur,₹200,Ice Cream,-,,+91 7358759514,https://www.zomato.com/chennai/kulfiano-ambattur
7790,Chucks Pizzeria,Chengalpattu,₹400,"Pizza,Italian",-,,+91 9884061628,https://www.zomato.com/chennai/chucks-pizzeria-chengalpattu
7791,Hotel Sea Emperor,"Mahindra World City, Chengalpattu",₹500,"North Indian,Chinese,Kebab,BBQ,Seafood",-,,044 47490888,https://www.zomato.com/chennai/hotel-sea-emperor-chengalpattu
7793,Annapoorinis 5 Star Biriyani,Poonamalle,₹350,"Chinese,Biryani",-,,+91 7871996666,https://www.zomato.com/chennai/annapoorinis-5-star-biriyani-poonamalle
7794,Metro Juice Park,Tambaram,₹150,"Beverages,Juices,Desserts",-,,+91 9562389004,https://www.zomato.com/chennai/metro-juice-park-tambaram
7795,Onions & Tomato,"Mayajaal Multiplex, Kanathur",₹400,South Indian,-,,044 40435050,https://www.zomato.com/chennai/onions-tomato-kanathur
7796,Simply Sweet,Madhavaram,₹200,"Desserts,Bakery",-,,"+91 9884818860, +91 9884818990",https://www.zomato.com/chennai/simply-sweet-madhavaram
7797,Maduraiin Thaai Virundhu,Navallur,₹300,"Chettinad,Chinese,Fast Food,South Indian",-,,+91 9840399444,https://www.zomato.com/chennai/maduraiin-thaai-virundhu-navallur
7798,Tasty Max,Madipakkam,₹150,"Sandwich,Burger",-,,+91 9790834385,https://www.zomato.com/chennai/tasty-max-1-madipakkam
7799,Durga Bhavan,Tiruvottiyur,₹200,South Indian,-,,+91 9840676682,https://www.zomato.com/chennai/durga-bhavan-tiruvottiyur
7801,ABU Biriyani,Tambaram,₹500,"Chinese,North Indian",-,,+91 8056088945,https://www.zomato.com/chennai/abu-biriyani-tambaram
7802,Juice Garden,Neelangarai,₹300,"Sandwich,Beverages,Fast Food",-,,"+91 9940333345, 044 43863955",https://www.zomato.com/chennai/juice-garden-neelangarai
7803,R.R.Family Restaurant,Thuraipakkam,₹400,"Chinese,North Indian",-,,"+91 9094408885, +91 9092633885",https://www.zomato.com/chennai/r-r-family-restaurant-thuraipakkam
7804,Shawarmaas,Porur,₹150,"Arabian,Rolls,Street Food,Wraps",-,,+91 9710899766,https://www.zomato.com/chennai/shawarmaas-porur
7805,JU-ZO,Kanchipuram District,₹200,"Beverages,Cafe",-,,+91 9884004080,https://www.zomato.com/chennai/ju-zo-kanchipuram-district
7806,Butter Bites,Poonamalle,₹250,"Sandwich,Burger",-,,+91 9884220695,https://www.zomato.com/chennai/butter-bites-poonamalle
7807,Silver Oak,Ambattur,₹450,"Chinese,North Indian,Continental",-,,044 65187290,https://www.zomato.com/chennai/silver-oak-ambattur
7808,RJ Malaysian Parotta,"OMR Food Street, Ambattur",₹350,"Chinese,Rolls,North Indian,Chettinad",-,,+91 9677031611,https://www.zomato.com/chennai/rj-malaysian-parotta-ambattur
7809,Tamarind,"Mayajaal Multiplex, Kanathur",₹500,South Indian,-,,+91 9445313311,https://www.zomato.com/chennai/tamarind-kanathur
7810,Al Pizza Paradise,Madipakkam,₹200,Fast Food,-,,"+91 9092631381, +91 9600178082",https://www.zomato.com/chennai/al-pizza-paradise-4-madipakkam
7811,The Buttermilk Factory,Madipakkam,₹200,Beverages,-,,+91 9962145955,https://www.zomato.com/chennai/the-buttermilk-factory-madipakkam
7812,Burma Food Spot,Taramani,₹200,Burmese,-,,+91 9500003601,https://www.zomato.com/chennai/burma-food-spot-taramani
7813,Hotel Shri Sai Saravanas,Vandalur,₹250,South Indian,-,,"+91 9444061553, +91 6382477588",https://www.zomato.com/chennai/hotel-shri-sai-saravanas-vandalur
7814,Bubble XO,GST Road,₹250,"Beverages,Bubble Tea",-,,+91 9790785673,https://www.zomato.com/chennai/bubble-xo-gst-road
7815,Gs Chennai Biriyani,Thiruvallur,₹200,Biryani,-,,"+91 8248224283, +91 8838295116",https://www.zomato.com/chennai/gs-chennai-biriyani-thiruvallur
7816,The Dream Bakes,Medavakkam,₹200,"Bakery,Desserts",-,,+91 9941390889,https://www.zomato.com/chennai/the-dream-bakes-medavakkam
7817,Food Bunk,Thiruvallur,₹200,"Burger,South Indian,Pizza,Panini,Sandwich",-,,+91 7845441415,https://www.zomato.com/chennai/food-bunk-thiruvallur
7819,Snacks City,Maduravoyal,₹100,"Juices,Beverages",-,,+91 9941125661,https://www.zomato.com/chennai/snacks-city-maduravoyal
7820,Highway Burger,Pallavaram,₹300,"Burger,Sandwich,Fast Food",-,,+91 9789996574,https://www.zomato.com/chennai/highway-burger-pallavaram
7821,Redfort Restaurant,Chengalpattu,₹300,"North Indian,Chinese",-,,+91 7550055488,https://www.zomato.com/chennai/redfort-restaurant-chengalpattu
7822,Annai Tiffin Center,Thiruvanmiyur,₹350,South Indian,-,,+91 9884434555,https://www.zomato.com/chennai/annai-tiffin-center-thiruvanmiyur
7823,Hotel Joyland,"Hotel Joyland, Chengalpattu",₹350,North Indian,-,,+91 9445033901,https://www.zomato.com/chennai/hotel-joyland-chengalpattu
7824,Snacksandhai,Thiruvanmiyur,₹300,Desserts,-,,"+91 8754998013, +91 8122462520",https://www.zomato.com/chennai/snacksandhai-thiruvanmiyur
7825,Madurai Sri Pandian Hotel,Ambattur,₹300,South Indian,-,,+91 9629396483,https://www.zomato.com/chennai/madurai-sri-pandian-hotel-ambattur
7827,Rajasthani Hotel,Potheri,₹500,North Indian,-,,"+91 9382214635, +91 9884881775",https://www.zomato.com/chennai/rajasthani-hotel-potheri
7828,Moms Meal,Selaiyur,₹280,"South Indian,Biryani",-,,"+91 7200820950, +91 9677035018",https://www.zomato.com/chennai/restaurants/south/selaiyur/moms-meal-18643068
7829,Burma Atho Square,Mogappair,₹350,Burmese,-,,+91 7904063897,https://www.zomato.com/chennai/burma-atho-square-mogappair
7830,Mami Bhojanam,Valasaravakkam,₹300,South Indian,-,,+91 9841521875,https://www.zomato.com/chennai/mami-bhojanam-valasaravakkam
7831,Hotel Annamalaiyar,Royapuram,₹300,South Indian,-,,+91 8608265149,https://www.zomato.com/chennai/hotel-annamalaiyar-royapuram
7833,Platters,Sholinganallur,₹300,"Chinese,North Indian,South Indian,Fast Food",-,,"+91 9941575902, +91 9514975902",https://www.zomato.com/chennai/platters-sholinganallur
7834,RK Arcot Biriyani,Maduravoyal,₹200,"Biryani,Chinese",-,,+91 9940220464,https://www.zomato.com/chennai/rk-arcot-biriyani-maduravoyal
7835,Shiv Sandwich Corner,Washermenpet,₹200,"Sandwich,Fast Food",-,,+91 7358548593,https://www.zomato.com/chennai/shiv-sandwich-corner-washermenpet
7836,Cake Ever,Potheri,₹400,Bakery,-,,+91 9952042522,https://www.zomato.com/chennai/cake-ever-1-potheri
7837,Black Pepper Family Restaurant,Pallavaram,₹250,"North Indian,South Indian,Chinese",-,,+91 9003127728,https://www.zomato.com/chennai/black-pepper-family-restaurant-pallavaram
7838,French Cake Shop,GST Road,₹150,Bakery,-,,+91 9884164848,https://www.zomato.com/chennai/french-cake-shop-gst-road
7839,Vinchu's Bakes,Porur,₹350,Bakery,-,,+91 9566531146,https://www.zomato.com/chennai/vinchus-bakes-porur
7840,Renu Caterers,Palavakkam,₹400,"Chinese,Lebanese,North Indian",-,,+91 7358678923,https://www.zomato.com/chennai/renu-caterers-palavakkam
7841,Sri Sakthi Vinayaga Tiffin Centre,Ambattur,₹300,South Indian,-,,+91 7397413912,https://www.zomato.com/chennai/sri-sakthi-vinayaga-tiffin-centre-ambattur
7843,Hotel New Nellai,Alandur,₹250,"South Indian,Fast Food",-,,+91 9841244524,https://www.zomato.com/chennai/hotel-new-nellai-alandur
7844,FMM Zaiqah Caterer,Mogappair,₹200,"Fast Food,Beverages",NEW,,+91 9092284198,https://www.zomato.com/chennai/fmm-zaiqah-caterer-mogappair
7845,Kola Thattae,Perungudi,₹150,"South Indian,Street Food,Beverages",-,,+91 9840088256,https://www.zomato.com/chennai/kola-thattae-perungudi
7846,City Mess,Madhavaram,₹250,South Indian,-,,+91 7338779666,https://www.zomato.com/chennai/city-mess-madhavaram
7847,Hotel Murugan,Padur,₹200,"South Indian,North Indian,Chinese",-,,+91 9962405040,https://www.zomato.com/chennai/hotel-murugan-padur
7848,Kulzipaniyara Kadai,Thiruvanmiyur,₹250,South Indian,-,,+91 8056365960,https://www.zomato.com/chennai/kulzipaniyara-kadai-thiruvanmiyur
7849,Snacky Seconds,Porur,₹200,South Indian,-,,+91 9962710011,https://www.zomato.com/chennai/snacky-seconds-porur
7850,Burger walla,Palavakkam,₹300,"Fast Food,Street Food",-,,+91 9790729461,https://www.zomato.com/chennai/burger-walla-palavakkam
7851,Root2Leaf,Ramapuram,₹250,"North Indian,South Indian",-,,+91 9884856605,https://www.zomato.com/chennai/root2leaf-ramapuram
7852,Virgin Cafe,Chromepet,₹250,"Sandwich,Fast Food,Beverages",NEW,,+91 9994080487,https://www.zomato.com/chennai/virgin-cafe-chromepet
7853,Mariya Chettinad Hotel,Navallur,₹200,"Chettinad,South Indian",NEW,,+91 8124422181,https://www.zomato.com/chennai/mariya-chettinad-hotel-navallur
7854,K2 Restaurant,Ambattur,₹300,"Arabian,Chinese,South Indian",-,,+91 9841598842,https://www.zomato.com/chennai/k2-restaurant-1-ambattur
7855,City Foods,Kottivakkam,₹300,"Fast Food,North Indian,South Indian,Chinese",-,,"+91 9941001002, +91 9884404883",https://www.zomato.com/chennai/city-foods-kottivakkam
7856,Sri Krishna Sweets And Bakery,Poonamalle,₹250,"Mithai,Bakery",NEW,,"044 26273268, +91 8939638803",https://www.zomato.com/chennai/sri-krishna-sweets-and-bakery-poonamalle
7857,Simla Kitchen,GST Road,₹300,"South Indian,Fast Food",-,,+91 9080545726,https://www.zomato.com/chennai/simla-kitchen-gst-road
7858,Hakuna Matata,Kovalam,₹300,Fast Food,NEW,,+91 9003168468,https://www.zomato.com/chennai/hakuna-matata-kovalam
7859,Chick Fries,"OMR Food Street, Injambakkam",₹350,"Burger,Fast Food,Beverages",-,,+91 8754554651,https://www.zomato.com/chennai/chick-fries-injambakkam
7860,Avvai Nagar Fast food,Thiruvanmiyur,₹250,"North Indian,Fast Food,Arabian",-,,+91 9677113321,https://www.zomato.com/chennai/avvai-nagar-fast-food-1-thiruvanmiyur
7861,Spice Drops,Pallavaram,₹400,"North Indian,Chinese,South Indian,Continental",-,,+91 7395900999,https://www.zomato.com/chennai/spice-drops-1-pallavaram
7862,Basha's Darbar Biryani,Medavakkam,₹300,Biryani,NEW,,+91 9176795786,https://www.zomato.com/chennai/bashas-darbar-biryani-medavakkam
7863,Banarsiwala,St. Thomas Mount,₹200,"Beverages,Street Food",-,,+91 9080632482,https://www.zomato.com/chennai/banarsiwala-st-thomas-mount
7864,3 Star Murukku And Sweets,Ambattur,₹300,Mithai,NEW,,+91 9444484312,https://www.zomato.com/chennai/3-star-murukku-and-sweets-ambattur
7865,The Parotta Salna,Pallavaram,₹400,"North Indian,South Indian,Wraps",NEW,,+91 6374987674,https://www.zomato.com/chennai/the-parotta-salna-pallavaram
7866,Sri Sai Sastha Mess,Madipakkam,₹200,South Indian,-,,"+91 9176000422, +91 8072321249",https://www.zomato.com/chennai/sri-sai-sastha-mess-madipakkam
7867,Saifu's Kitchen,Kolathur,₹500,Biryani,-,,+91 8939827867,https://www.zomato.com/chennai/saifus-kitchen-kolathur
7868,Burgerlick,Potheri,₹300,"Fast Food,Burger",-,,+91 7397422014,https://www.zomato.com/chennai/burgerlick-potheri
7869,ARSA Kitchens,Maduravoyal,₹200,South Indian,-,,+91 8754555955,https://www.zomato.com/chennai/arsa-kitchens-maduravoyal
7870,Hotel Sai Everest,GST Road,₹200,"Chettinad,South Indian",-,,"044 48633111, +91 9600029353",https://www.zomato.com/chennai/hotel-sai-everest-gst-road
7871,Villagio,Navallur,₹250,"South Indian,North Indian,Chinese",-,,"+91 9884522922, +91 7358355288",https://www.zomato.com/chennai/villagio-navallur
7872,Obed Kitchens,Madhavaram,₹200,"Chinese,North Indian",-,,+91 7358754154,https://www.zomato.com/chennai/obed-kitchens-madhavaram
7873,Hotel Sri Bhavan,Ambattur,₹400,"South Indian,Chinese,North Indian",-,,"044 48632535, +91 8778996247",https://www.zomato.com/chennai/hotel-sri-bhavan-1-ambattur
7874,Saroja Coffee,Chengalpattu,₹100,"Beverages,Fast Food",-,,"+91 8778312149, +91 8056715546",https://www.zomato.com/chennai/saroja-coffee-chengalpattu
7875,Coal Steam,Perungudi,₹150,Fast Food,-,,+91 9962672805,https://www.zomato.com/chennai/coal-steam-perungudi
7876,Kings Kitchen,Mogappair,₹250,"Fast Food,North Indian,Momos",NEW,,+91 7397391156,https://www.zomato.com/chennai/kings-kitchen-mogappair
7877,Amigo's Pizza Land,Tambaram,₹400,Italian,-,,+91 9003222468,https://www.zomato.com/chennai/amigos-pizza-land-tambaram
7878,Coal Smith,Sholinganallur,₹200,"Biryani,South Indian,Chinese",-,,+91 8428403333,https://www.zomato.com/chennai/coal-smith-sholinganallur
7879,Selel Chats,Tambaram,₹250,Fast Food,NEW,,+91 8124004056,https://www.zomato.com/chennai/selel-chats-tambaram
7880,Zia Malaysian - Goreng,Navallur,₹350,"Malaysian,South Indian",-,,+91 9710041928,https://www.zomato.com/chennai/zia-malaysian-goreng-navallur
7881,Ra Kozhi,Thiruvanmiyur,₹400,Chinese,NEW,,"+91 9962817700, 044 43577700",https://www.zomato.com/chennai/ra-kozhi-thiruvanmiyur
7882,Drizzle Sandwich Cafe,Medavakkam,₹200,"Fast Food,Beverages",-,,"+91 7845605115, +91 7601059990",https://www.zomato.com/chennai/drizzle-sandwich-cafe-medavakkam
7883,Riya Cool Cakes and Sweets,Kanchipuram District,₹200,Bakery,-,,+91 7338954626,https://www.zomato.com/chennai/riya-cool-cakes-and-sweets-kanchipuram-district
7884,Let's Meat,Chromepet,₹300,"Fast Food,Chinese",3.2,-1 votes,"+91 9600090453, +91 8870221519",https://www.zomato.com/chennai/lets-meat-chromepet
7885,Al Rahamath Restaurant,Chengalpattu,₹700,"Arabian,Chettinad,Chinese,South Indian",-,,044 27426083,https://www.zomato.com/chennai/al-rahamath-restaurant-chengalpattu
7886,Madras Food Central,Poonamalle,₹400,"Mughlai,Chinese,Lebanese",-,,"+91 9790931182, +91 7397322111",https://www.zomato.com/chennai/madras-food-central-poonamalle
7887,Malar Kitchen,Poonamalle,₹300,"Fast Food,Chinese",-,,+91 9884787309,https://www.zomato.com/chennai/malar-kitchen-poonamalle
7888,Katti Karumbu,Ambattur,₹250,South Indian,-,,+91 9444168453,https://www.zomato.com/chennai/katti-karumbu-ambattur
7889,Pizza Town,Perungudi,₹800,Pizza,-,,"+91 9551022222, +91 8778463442",https://www.zomato.com/chennai/pizza-town-perungudi
7890,Sandwich In Fine Nyt,Nanganallur,₹150,Fast Food,-,,+91 9500033190,https://www.zomato.com/chennai/sandwich-in-fine-nyt-nanganallur
7891,Nellai Hotel,Pallavaram,₹300,South Indian,NEW,,+91 9952080901,https://www.zomato.com/chennai/nellai-hotel-pallavaram
7892,Nandhu's Kitchen,Tiruvottiyur,₹200,South Indian,-,,+91 9444318024,https://www.zomato.com/chennai/nandhus-kitchen-tiruvottiyur
7893,The Flaming Wok,Kolathur,₹300,"North Indian,Chinese",-,,+91 8807595940,https://www.zomato.com/chennai/the-flaming-wok-kolathur
7894,Black Sheep,Nanganallur,₹350,"Biryani,Chinese",-,,+91 8939300309,https://www.zomato.com/chennai/black-sheep-nanganallur
7896,Chai Corner,Thuraipakkam,₹150,"Tea,Fast Food",-,,+91 8608808922,https://www.zomato.com/chennai/chai-corner-thuraipakkam
